Case #1: 861
33 35 147580
33 36 1000000
33 37 59640
34 35 1000000
34 36 1000000
34 37 45714
35 36 280307
35 37 116734
36 37 231973
Case #17: Impossible
Case #18: Impossible
Case #19: Impossible
Case #20: 1035
1 2 225478
1 3 156292
1 4 107025
1 5 174607
1 6 1000000
1 7 1000000
1 8 109789
1 9 152270
1 10 165865
1 11 77948
1 12 114259
1 13 117476
1 14 12974
1 15 1000000
1 16 146872
1 17 181282
1 18 1000000
1 19 144314
1 20 77978
1 21 1000000
1 22 188270
1 23 1000000
1 24 130326
1 25 1000000
1 26 114953
1 27 251619
1 28 100895
1 29 143515
1 30 55979
1 31 133113
1 32 72051
1 33 268619
1 34 137575
1 35 180583
1 36 141084
1 37 1000000
1 38 70888
1 39 119210
1 40 1000000
1 41 104204
1 42 110063
1 43 1000000
1 44 150229
1 45 154090
1 46 90048
2 3 1000000
2 4 184272
2 5 81284
2 6 1000000
2 7 68090
2 8 171590
2 9 1000000
2 10 1000000
2 11 211498
2 12 1000000
2 13 1000000
2 14 1000000
2 15 84140
2 16 1000000
2 17 96242
2 18 1000000
2 19 169407
2 20 160946
2 21 166950
2 22 209479
2 23 131704
2 24 160971
2 25 215980
2 26 1000000
2 27 257837
2 28 1000000
2 29 1000000
2 30 189529
2 31 1000000
2 32 193446
2 33 298215
2 34 1000000
2 35 1000000
2 36 1000000
2 37 162534
2 38 187143
2 39 219298
2 40 165892
2 41 1000000
2 42 154702
2 43 1000000
2 44 194164
2 45 198729
2 46 148876
3 4 106982
3 5 1000000
3 6 69611
3 7 176562
3 8 1000000
3 9 112221
3 10 176383
3 11 1000000
3 12 1000000
3 13 195079
3 14 143318
3 15 192612
3 16 1000000
3 17 1000000
3 18 1000000
3 19 156581
3 20 78314
3 21 86833
3 22 157041
3 23 154159
3 24 1000000
3 25 157488
3 26 161516
3 27 225977
3 28 198030
3 29 1000000
3 30 180213
3 31 1000000
3 32 1000000
3 33 264904
3 34 178724
3 35 120312
3 36 171589
3 37 172187
3 38 1000000
3 39 216345
3 40 73368
3 41 1000000
3 42 190384
3 43 160373
3 44 150186
3 45 1000000
3 46 90384
4 5 198517
4 6 130830
4 7 116182
4 8 1000000
4 9 88220
4 10 69401
4 11 141249
4 12 118659
4 13 134699
4 14 119999
4 15 132232
4 16 39847
4 17 155834
4 18 1000000
4 19 188671
4 20 126028
4 21 101196
4 22 96661
4 23 1000000
4 24 23301
4 25 139683
4 26 104510
4 27 144594
4 28 184036
4 29 175564
4 30 1000000
4 31 113882
4 32 168439
4 33 229773
4 34 1000000
4 35 181531
4 36 78113
4 37 78711
4 38 164378
4 39 165721
4 40 1000000
4 41 126123
4 42 142112
4 43 1000000
4 44 1000000
4 45 117929
4 46 113958
5 6 80703
5 7 1000000
5 8 204556
5 9 123313
5 10 200836
5 11 214138
5 12 188171
5 13 172131
5 14 161633
5 15 1000000
5 16 238364
5 17 177526
5 18 1000000
5 19 88123
5 20 96629
5 21 1000000
5 22 180133
5 23 165251
5 24 1000000
5 25 148135
5 26 179831
5 27 249069
5 28 1000000
5 29 151107
5 30 192169
5 31 208823
5 32 203532
5 33 275996
5 34 204361
5 35 1000000
5 36 195483
5 37 1000000
5 38 105859
5 39 156515
5 40 101575
5 41 1000000
5 42 179544
5 43 1000000
5 44 168329
5 45 207342
5 46 1000000
6 7 123668
6 8 200434
6 9 1000000
6 10 1000000
6 11 1000000
6 12 185245
6 13 169205
6 14 1000000
6 15 1000000
6 16 170677
6 17 132037
6 18 115650
6 19 86970
6 20 147925
6 21 156444
6 22 178980
6 23 84548
6 24 153292
6 25 146982
6 26 137865
6 27 247916
6 28 1000000
6 29 204118
6 30 138901
6 31 1000000
6 32 1000000
6 33 195293
6 34 148954
6 35 50701
6 36 114780
6 37 1000000
6 38 101737
6 39 1000000
6 40 142979
6 41 160542
6 42 170666
6 43 164948
6 44 87626
6 45 126639
6 46 159995
7 8 103500
7 9 81058
7 10 143492
7 11 1000000
7 12 63159
7 13 1000000
7 14 144414
7 15 16050
7 16 156029
7 17 1000000
7 18 114427
7 19 163207
7 20 116922
7 21 217378
7 22 141389
7 23 1000000
7 24 92881
7 25 183224
7 26 1000000
7 27 210325
7 28 132893
7 29 1000000
7 30 121439
7 31 1000000
7 32 1000000
7 33 318127
7 34 1000000
7 35 174369
7 36 1000000
7 37 168462
7 38 1000000
7 39 151208
7 40 111976
7 41 169664
7 42 86612
7 43 1000000
7 44 1000000
7 45 1000000
7 46 128992
8 9 184558
8 10 173905
8 11 138146
8 12 1000000
8 13 73937
8 14 1000000
8 15 105006
8 16 216403
8 17 1000000
8 18 217927
8 19 1000000
8 20 187767
8 21 210343
8 22 1000000
8 23 162353
8 24 1000000
8 25 177962
8 26 215670
8 27 205063
8 28 125649
8 29 114802
8 30 1000000
8 31 193311
8 32 1000000
8 33 312865
8 34 1000000
8 35 154175
8 36 192585
8 37 1000000
8 38 1000000
8 39 1000000
8 40 192713
8 41 164402
8 42 81350
8 43 1000000
8 44 1000000
8 45 1000000
8 46 181350
9 10 157621
9 11 1000000
9 12 144217
9 13 160257
9 14 165244
9 15 97108
9 16 128067
9 17 174647
9 18 158260
9 19 129580
9 20 189524
9 21 189416
9 22 184881
9 23 1000000
9 24 111521
9 25 1000000
9 26 106322
9 27 232814
9 28 1000000
9 29 181259
9 30 1000000
9 31 1000000
9 32 80219
9 33 237903
9 34 1000000
9 35 93311
9 36 157390
9 37 157988
9 38 144347
9 39 1000000
9 40 1000000
9 41 144516
9 42 1000000
9 43 141477
9 44 45016
9 45 169249
9 46 201594
10 11 196257
10 12 116008
10 13 99968
10 14 152891
10 15 159542
10 16 109248
10 17 225235
10 18 1000000
10 19 183976
10 20 195429
10 21 1000000
10 22 1000000
10 23 177746
10 24 92702
10 25 1000000
10 26 173911
10 27 213995
10 28 185742
10 29 1000000
10 30 1000000
10 31 183283
10 32 190360
10 33 299174
10 34 187745
10 35 220245
10 36 147514
10 37 1000000
10 38 94977
10 39 204057
10 40 200375
10 41 195524
10 42 92555
10 43 1000000
10 44 112605
10 45 48528
10 46 183359
11 12 1000000
11 13 96289
11 14 1000000
11 15 127358
11 16 181096
11 17 1000000
11 18 229047
11 19 1000000
11 20 133760
11 21 1000000
11 22 118101
11 23 1000000
11 24 164550
11 25 83754
11 26 146685
11 27 187037
11 28 149983
11 29 94110
11 30 21969
11 31 99103
11 32 38041
11 33 234609
11 34 103565
11 35 1000000
11 36 1000000
11 37 1000000
11 38 1000000
11 39 141712
11 40 128814
11 41 70194
11 42 1000000
11 43 113304
11 44 1000000
11 45 147729
11 46 129579
12 13 1000000
12 14 120542
12 15 47109
12 16 158506
12 17 172761
12 18 177586
12 19 100048
12 20 135523
12 21 159306
12 22 1000000
12 23 1000000
12 24 1000000
12 25 120065
12 26 1000000
12 27 147166
12 28 1000000
12 29 56905
12 30 58280
12 31 1000000
12 32 74352
12 33 1000000
12 34 137558
12 35 136317
12 36 143385
12 37 1000000
12 38 156594
12 39 88049
12 40 1000000
12 41 106505
12 42 23453
12 43 193261
12 44 1000000
12 45 67480
12 46 1000000
13 14 104502
13 15 63149
13 16 174546
13 17 188801
13 18 1000000
13 19 1000000
13 20 119483
13 21 1000000
13 22 94270
13 23 152134
13 24 111398
13 25 136105
13 26 1000000
13 27 163206
13 28 1000000
13 29 40865
13 30 74320
13 31 125980
13 32 90392
13 33 238928
13 34 1000000
13 35 1000000
13 36 132147
13 37 1000000
13 38 162416
13 39 1000000
13 40 124429
13 41 122545
13 42 7413
13 43 182315
13 44 177903
13 45 51440
13 46 107413
14 15 128364
14 16 148929
14 17 1000000
14 18 196580
14 19 157288
14 20 65004
14 21 87580
14 22 1000000
14 23 146767
14 24 143300
14 25 130738
14 26 127927
14 27 1000000
14 28 1000000
14 29 130541
14 30 1000000
14 31 146087
14 32 1000000
14 33 1000000
14 34 150549
14 35 193557
14 36 154058
14 37 153460
14 38 57914
14 39 1000000
14 40 1000000
14 41 117178
14 42 1000000
14 43 161120
14 44 1000000
14 45 1000000
14 46 77074
15 16 1000000
15 17 1000000
15 18 130477
15 19 147157
15 20 1000000
15 21 206415
15 22 125339
15 23 153682
15 24 1000000
15 25 167174
15 26 203430
15 27 1000000
15 28 116843
15 29 104014
15 30 105389
15 31 1000000
15 32 121461
15 33 1000000
15 34 184667
15 35 183426
15 36 1000000
15 37 184512
15 38 186278
15 39 135158
15 40 128026
15 41 1000000
15 42 70562
15 43 206834
15 44 1000000
15 45 114589
15 46 145042
16 17 195681
16 18 238303
16 19 228518
16 20 1000000
16 21 61349
16 22 136508
16 23 1000000
16 24 63148
16 25 179530
16 26 1000000
16 27 184441
16 28 172546
16 29 208398
16 30 202851
16 31 132207
16 32 208286
16 33 267713
16 34 127745
16 35 1000000
16 36 117960
16 37 1000000
16 38 204225
16 39 1000000
16 40 170821
16 41 165970
16 42 181959
16 43 114449
16 44 83051
16 45 1000000
16 46 153805
17 18 142579
17 19 203686
17 20 180888
17 21 201429
17 22 217040
17 23 1000000
17 24 179135
17 25 1000000
17 26 100806
17 27 285976
17 28 1000000
17 29 225346
17 30 1000000
17 31 1000000
17 32 109231
17 33 317267
17 34 177299
17 35 182738
17 36 1000000
17 37 1000000
17 38 1000000
17 39 1000000
17 40 175942
17 41 1000000
17 42 196214
17 43 127889
17 44 1000000
17 45 240241
17 46 192958
18 19 123070
18 20 1000000
18 21 213287
18 22 1000000
18 23 178041
18 24 1000000
18 25 1000000
18 26 1000000
18 27 284016
18 28 209777
18 29 186054
18 30 227116
18 31 209046
18 32 238479
18 33 1000000
18 34 204584
18 35 86801
18 36 165911
18 37 1000000
18 38 140806
18 39 191462
18 40 136522
18 41 178891
18 42 201039
18 43 216079
18 44 155252
18 45 242289
18 46 1000000
19 20 139186
19 21 211575
19 22 92010
19 23 156197
19 24 165370
19 25 60012
19 26 1000000
19 27 160946
19 28 128276
19 29 124873
19 30 121797
19 31 157087
19 32 137869
19 33 282263
19 34 1000000
19 35 36269
19 36 186429
19 37 187027
19 38 188707
19 39 109961
19 40 144132
19 41 73572
19 42 1000000
19 43 138035
19 44 164186
19 45 135448
19 46 127116
20 21 152584
20 22 195852
20 23 133399
20 24 139467
20 25 79174
20 26 83202
20 27 1000000
20 28 168611
20 29 1000000
20 30 111791
20 31 136334
20 32 127863
20 33 271840
20 34 131872
20 35 148483
20 36 103167
20 37 103765
20 38 122918
20 39 1000000
20 40 4946
20 41 1000000
20 42 112070
20 43 1000000
20 44 1000000
20 45 156097
20 46 1000000
21 22 197857
21 23 1000000
21 24 124497
21 25 218318
21 26 1000000
21 27 245790
21 28 111197
21 29 169305
21 30 156533
21 31 1000000
21 32 1000000
21 33 274933
21 34 189094
21 35 1000000
21 36 123708
21 37 124306
21 38 1000000
21 39 129512
21 40 157530
21 41 204758
21 42 135853
21 43 1000000
21 44 144400
21 45 91826
21 46 164654
22 23 169551
22 24 73360
22 25 152022
22 26 180640
22 27 68936
22 28 1000000
22 29 117234
22 30 1000000
22 31 163941
22 32 152582
22 33 1000000
22 34 168403
22 35 128279
22 36 139319
22 37 1000000
22 38 1000000
22 39 69060
22 40 1000000
22 41 165582
22 42 101683
22 43 1000000
22 44 139865
22 45 1000000
22 46 183782
23 24 1000000
23 25 1000000
23 26 1000000
23 27 238487
23 28 1000000
23 29 177857
23 30 1000000
23 31 154948
23 32 61742
23 33 279841
23 34 159410
23 35 1000000
23 36 1000000
23 37 30830
23 38 186285
23 39 1000000
23 40 128453
23 41 1000000
23 42 1000000
23 43 80400
23 44 114623
23 45 1000000
23 46 145469
24 25 162984
24 26 127811
24 27 1000000
24 28 160735
24 29 152263
24 30 153638
24 31 90581
24 32 1000000
24 33 1000000
24 34 95043
24 35 1000000
24 36 101414
24 37 102012
24 38 187679
24 39 142420
24 40 144413
24 41 149424
24 42 1000000
24 43 97903
24 44 66505
24 45 141230
24 46 137259
25 26 162376
25 27 161399
25 28 1000000
25 29 133652
25 30 61785
25 31 97075
25 32 77857
25 33 1000000
25 34 97878
25 35 96281
25 36 1000000
25 37 146292
25 38 176519
25 39 129031
25 40 84120
25 41 13560
25 42 1000000
25 43 1000000
25 44 1000000
25 45 187545
25 46 67104
26 27 1000000
26 28 1000000
26 29 161820
26 30 1000000
26 31 208265
26 32 1000000
26 33 320161
26 34 1000000
26 35 139149
26 36 1000000
26 37 1000000
26 38 1000000
26 39 111580
26 40 88148
26 41 154657
26 42 194301
26 43 35155
26 44 61306
26 45 1000000
26 46 95272
27 28 156311
27 29 1000000
27 30 195693
27 31 118559
27 32 211765
27 33 254065
27 34 114097
27 35 1000000
27 36 208255
27 37 207657
27 38 1000000
27 39 137996
27 40 1000000
27 41 147839
27 42 1000000
27 43 219196
27 44 187798
27 45 188904
27 46 207224
28 29 126639
28 30 128014
28 31 180671
28 32 1000000
28 33 285869
28 34 185133
28 35 1000000
28 36 124833
28 37 125431
28 38 171783
28 39 1000000
28 40 173557
28 41 1000000
28 42 93187
28 43 165050
28 44 1000000
28 45 1000000
28 46 156541
29 30 115185
29 31 85115
29 32 116115
29 33 220621
29 34 80653
29 35 161142
29 36 157246
29 37 1000000
29 38 188455
29 39 144954
29 40 1000000
29 41 125933
29 42 1000000
29 43 1000000
29 44 1000000
29 45 77479
29 46 66548
30 31 1000000
30 32 16072
30 33 212640
30 34 81596
30 35 158066
30 36 1000000
30 37 84507
30 38 1000000
30 39 1000000
30 40 1000000
30 41 48225
30 42 81733
30 43 1000000
30 44 141307
30 45 125760
30 46 107610
31 32 93206
31 33 135506
31 34 1000000
31 35 193356
31 36 1000000
31 37 1000000
31 38 149772
31 39 196877
31 40 141280
31 41 1000000
31 42 118567
31 43 1000000
31 44 157086
31 45 1000000
31 46 1000000
32 33 228712
32 34 97668
32 35 173530
32 36 91974
32 37 92572
32 38 142939
32 39 103671
32 40 122917
32 41 64297
32 42 97805
32 43 142142
32 44 1000000
32 45 141832
32 46 123682
33 34 139968
33 35 1000000
33 36 271044
33 37 1000000
33 38 1000000
33 39 267554
33 40 1000000
33 41 1000000
33 42 231515
33 43 304375
33 44 258855
33 45 1000000
33 46 1000000
34 35 194159
34 36 1000000
34 37 166103
34 38 1000000
34 39 201339
34 40 136818
34 41 1000000
34 42 114105
34 43 192946
34 44 161548
34 45 158132
34 46 1000000
35 36 154745
35 37 155343
35 38 1000000
35 39 104661
35 40 153429
35 41 1000000
35 42 127690
35 43 1000000
35 44 138327
35 45 1000000
35 46 1000000
36 37 1000000
36 38 211972
36 39 106518
36 40 98221
36 41 133330
36 42 139560
36 43 50168
36 44 1000000
36 45 183587
36 46 1000000
37 38 211374
37 39 107116
37 40 98819
37 41 132732
37 42 1000000
37 43 50766
37 44 121915
37 45 182989
37 46 1000000
38 39 1000000
38 40 119344
38 41 175092
38 42 155003
38 43 219034
38 44 189363
38 45 143505
38 46 134988
39 40 159764
39 41 115471
39 42 111502
39 43 1000000
39 44 1000000
39 45 1000000
39 46 1000000
40 41 76401
40 42 117016
40 43 1000000
40 44 1000000
40 45 161043
40 46 17016
41 42 129958
41 43 183498
41 44 169327
41 45 173985
41 46 59385
42 43 189728
42 44 185316
42 45 1000000
42 46 1000000
43 44 1000000
43 45 165366
43 46 1000000
44 45 1000000
44 46 156578
45 46 144027
Case #21: 406
1 2 205565
1 3 1000000
1 4 238410
1 5 109666
1 6 1000000
1 7 112079
1 8 206342
1 9 223398
1 10 254659
1 11 140633
1 12 195170
1 13 166875
1 14 71913
1 15 1000000
1 16 1000000
1 17 63663
1 18 1000000
1 19 302402
1 20 235956
1 21 1000000
1 22 1000000
1 23 99435
1 24 1000000
1 25 176917
1 26 229768
1 27 225821
1 28 231633
1 29 272527
2 3 283632
2 4 1000000
2 5 185339
2 6 182790
2 7 1000000
2 8 1000000
2 9 1000000
2 10 182613
2 11 128155
2 12 100624
2 13 101913
2 14 204192
2 15 1000000
2 16 1000000
2 17 1000000
2 18 49707
2 19 276608
2 20 99070
2 21 185233
2 22 1000000
2 23 169485
2 24 210044
2 25 1000000
2 26 24203
2 27 194535
2 28 1000000
2 29 1000000
3 4 1000000
3 5 184143
3 6 243298
3 7 181730
3 8 330817
3 9 201400
3 10 1000000
3 11 265108
3 12 319645
3 13 1000000
3 14 221896
3 15 223844
3 16 201890
3 17 230146
3 18 333339
3 19 378035
3 20 319104
3 21 405267
3 22 227808
3 23 223910
3 24 249168
3 25 1000000
3 26 1000000
3 27 375804
3 28 1000000
3 29 1000000
4 5 1000000
4 6 1000000
4 7 1000000
4 8 270553
4 9 1000000
4 10 215458
4 11 161000
4 12 67779
4 13 134758
4 14 237037
4 15 1000000
4 16 1000000
4 17 1000000
4 18 82552
4 19 1000000
4 20 131915
4 21 218078
4 22 223211
4 23 1000000
4 24 1000000
4 25 137716
4 26 57048
4 27 227380
4 28 295844
4 29 1000000
5 6 59155
5 7 1000000
5 8 1000000
5 9 113732
5 10 313919
5 11 80965
5 12 135502
5 13 107207
5 14 37753
5 15 39701
5 16 1000000
5 17 46003
5 18 186640
5 19 1000000
5 20 1000000
5 21 225950
5 22 48491
5 23 1000000
5 24 69851
5 25 1000000
5 26 1000000
5 27 191661
5 28 1000000
5 29 162861
6 7 61568
6 8 149603
6 9 1000000
6 10 1000000
6 11 54635
6 12 1000000
6 13 1000000
6 14 1000000
6 15 95899
6 16 81728
6 17 29652
6 18 184091
6 19 1000000
6 20 198942
6 21 243108
6 22 107646
6 23 95965
6 24 1000000
6 25 1000000
6 26 1000000
6 27 175310
6 28 174894
6 29 1000000
7 8 149087
7 9 116145
7 10 316332
7 11 83378
7 12 137915
7 13 109620
7 14 40166
7 15 1000000
7 16 20160
7 17 48416
7 18 184227
7 19 1000000
7 20 137374
7 21 223537
7 22 46078
7 23 1000000
7 24 67438
7 25 1000000
7 26 1000000
7 27 194074
7 28 174378
7 29 1000000
8 9 1000000
8 10 286892
8 11 1000000
8 12 202774
8 13 174479
8 14 171005
8 15 106973
8 16 166582
8 17 1000000
8 18 277693
8 19 1000000
8 20 248053
8 21 1000000
8 22 195165
8 23 107039
8 24 213860
8 25 1000000
8 26 252189
8 27 165573
8 28 1000000
8 29 1000000
9 10 212516
9 11 101193
9 12 238258
9 13 127435
9 14 151485
9 15 142457
9 16 136305
9 17 159735
9 18 230649
9 19 306511
9 20 253519
9 21 309477
9 22 1000000
9 23 142523
9 24 183583
9 25 134774
9 26 205145
9 27 305393
9 28 274721
9 29 163905
10 11 1000000
10 12 223575
10 13 249008
10 14 308991
10 15 1000000
10 16 309861
10 17 1000000
10 18 145794
10 19 249479
10 20 246165
10 21 310937
10 22 337461
10 23 274284
10 24 340339
10 25 77742
10 26 171298
10 27 1000000
10 28 1000000
10 29 376421
11 12 1000000
11 13 26242
11 14 1000000
11 15 41264
11 16 100873
11 17 84287
11 18 1000000
11 19 266914
11 20 168060
11 21 254223
11 22 129456
11 23 41330
11 24 148151
11 25 155212
11 26 1000000
11 27 1000000
11 28 1000000
11 29 241055
12 13 1000000
12 14 173255
12 15 95801
12 16 155278
12 17 1000000
12 18 1000000
12 19 334220
12 20 1000000
12 21 1000000
12 22 183993
12 23 1000000
12 24 1000000
12 25 1000000
12 26 124827
12 27 244241
12 28 228065
12 29 163512
13 14 102279
13 15 1000000
13 16 127115
13 17 110529
13 18 103214
13 19 293156
13 20 152577
13 21 1000000
13 22 155698
13 23 67572
13 24 174393
13 25 181454
13 26 77710
13 27 1000000
13 28 199770
13 29 267297
14 15 77454
14 16 1000000
14 17 1000000
14 18 174401
14 19 230489
14 20 177540
14 21 221706
14 22 86244
14 23 77520
14 24 107604
14 25 231249
14 26 179989
14 27 153908
14 28 196296
14 29 200614
15 16 59609
15 17 85704
15 18 170720
15 19 1000000
15 20 179488
15 21 249162
15 22 88192
15 23 66
15 24 1000000
15 25 1000000
15 26 145216
15 27 231362
15 28 132264
15 29 199791
16 17 68576
16 18 164067
16 19 1000000
16 20 157534
16 21 243697
16 22 1000000
16 23 59543
16 24 47278
16 25 245974
16 26 1000000
16 27 214234
16 28 191873
16 29 1000000
17 18 182651
17 19 238739
17 20 1000000
17 21 213456
17 22 1000000
17 23 85770
17 24 1000000
17 25 239499
17 26 188239
17 27 1000000
17 28 204546
17 29 208864
18 19 1000000
18 20 100371
18 21 1000000
18 22 1000000
18 23 170786
18 24 211345
18 25 132915
18 26 25504
18 27 195836
18 28 1000000
18 29 1000000
19 20 252163
19 21 338326
19 22 242383
19 23 1000000
19 24 1000000
19 25 171737
19 26 279148
19 27 1000000
19 28 304918
19 29 356753
20 21 86163
20 22 91296
20 23 179554
20 24 204812
20 25 1000000
20 26 74867
20 27 1000000
20 28 271808
20 29 155235
21 22 177459
21 23 249228
21 24 1000000
21 25 233195
21 26 1000000
21 27 181628
21 28 286903
21 29 241398
22 23 1000000
22 24 1000000
22 25 273574
22 26 166163
22 27 186761
22 28 180512
22 29 206526
23 24 106821
23 25 1000000
23 26 1000000
23 27 231428
23 28 132330
23 29 1000000
24 25 262597
24 26 185841
24 27 1000000
24 28 239151
24 29 189220
25 26 107411
25 27 1000000
25 28 1000000
25 29 298679
26 27 170332
26 28 277480
26 29 230102
27 28 190864
27 29 250700
28 29 118109
Case #22: Impossible
Case #23: 153
1 2 1000000
1 3 1000000
1 4 1000000
1 5 1000000
1 6 389841
1 7 498411
1 8 297453
1 9 1000000
1 10 1000000
1 11 33905
1 12 1000000
1 13 1000000
1 14 1000000
1 15 1000000
1 16 1000000
1 17 197909
1 18 1000000
2 3 1000000
2 4 1000000
2 5 1000000
2 6 429312
2 7 1000000
2 8 1000000
2 9 1000000
2 10 1000000
2 11 343568
2 12 1000000
2 13 1000000
2 14 348733
2 15 1000000
2 16 1000000
2 17 237380
2 18 811615
3 4 1000000
3 5 1000000
3 6 1000000
3 7 1000000
3 8 263024
3 9 1000000
3 10 1000000
3 11 1000000
3 12 1000000
3 13 1000000
3 14 1000000
3 15 1000000
3 16 1000000
3 17 1000000
3 18 838454
4 5 1000000
4 6 403230
4 7 1000000
4 8 1000000
4 9 1000000
4 10 1000000
4 11 1000000
4 12 1000000
4 13 1000000
4 14 1000000
4 15 1000000
4 16 333514
4 17 1000000
4 18 1000000
5 6 451570
5 7 1000000
5 8 1000000
5 9 1000000
5 10 1000000
5 11 1000000
5 12 1000000
5 13 493322
5 14 1000000
5 15 147069
5 16 1000000
5 17 1000000
5 18 1000000
6 7 565086
6 8 1000000
6 9 1000000
6 10 213681
6 11 1000000
6 12 1000000
6 13 254745
6 14 1000000
6 15 1000000
6 16 1000000
6 17 1000000
6 18 1000000
7 8 1000000
7 9 1000000
7 10 394872
7 11 1000000
7 12 722122
7 13 1000000
7 14 1000000
7 15 669779
7 16 1000000
7 17 1000000
7 18 1000000
8 9 305570
8 10 1000000
8 11 1000000
8 12 1000000
8 13 1000000
8 14 1000000
8 15 1000000
8 16 1000000
8 17 1000000
8 18 1000000
9 10 1000000
9 11 1000000
9 12 1000000
9 13 1000000
9 14 1000000
9 15 1000000
9 16 1000000
9 17 1000000
9 18 1000000
10 11 1000000
10 12 1000000
10 13 1000000
10 14 396002
10 15 1000000
10 16 557153
10 17 1000000
10 18 1000000
11 12 1000000
11 13 1000000
11 14 215032
11 15 1000000
11 16 1000000
11 17 231814
11 18 1000000
12 13 403961
12 14 1000000
12 15 1000000
12 16 1000000
12 17 1000000
12 18 1000000
13 14 1000000
13 15 1000000
13 16 1000000
13 17 1000000
13 18 637048
14 15 1000000
14 16 1000000
14 17 202740
14 18 1000000
15 16 1000000
15 17 1000000
15 18 1000000
16 17 1000000
16 18 1000000
17 18 1000000
Case #24: 780
1 2 1000000
1 3 1000000
1 4 185817
1 5 75264
1 6 87027
1 7 1000000
1 8 1000000
1 9 133341
1 10 187340
1 11 1000000
1 12 1000000
1 13 1000000
1 14 72396
1 15 95551
1 16 1000000
1 17 122096
1 18 1000000
1 19 1000000
1 20 1000000
1 21 1000000
1 22 133476
